Accession,Species,Genus,Family,Length,Host,GenBank_Title
NC_031228,Salmonella phage BP12C,Chivirus,Siphoviridae,60606,Salmonella enterica,"Salmonella phage BP12C, complete genome"
NC_031229,Gordonia virus Hotorobo,Woesvirus,Siphoviridae,76972,Gordonia terrae,"Gordonia phage Hotorobo, complete genome"
NC_031230,Gordonia virus Yvonnetastic,Yvonnevirus,Siphoviridae,98136,Gordonia terrae,"Gordonia phage Yvonnetastic, complete genome"
NC_031231,Arthrobacter virus Kellezzio,Kelleziovirus,Siphoviridae,58871,Arthrobacter sp. ATCC 21022,"Arthrobacter phage KellEzio, complete genome"
NC_031233,Gordonia virus Kita,Nymphadoravirus,Siphoviridae,50346,Gordonia terrae,"Gordonia phage Kita, complete genome"
NC_031234,Gordonia virus Emalyn,Emalynvirus,Siphoviridae,43982,Gordonia terrae,"Gordonia phage Emalyn, complete genome"
NC_031235,Cyanophage S-RIM32,,Myoviridae,194437,Synechococcus sp.,"Cyanophage S-RIM32 isolate RW_108_0702, complete genome"
NC_031237,Gordonia phage Obliviate,,Siphoviridae,49286,Gordonia terrae,"Gordonia phage Obliviate, complete genome"
NC_031238,Mycobacterium phage Catalina,Fromanvirus,Siphoviridae,53411,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Catalina, complete genome"
NC_031239,Gordonia virus Vivi2,Vividuovirus,Siphoviridae,59337,Gordonia terrae,"Gordonia phage Vivi2, complete genome"
NC_031241,Staphylococcus phage CNPx,Phietavirus,Siphoviridae,43293,Staphylococcus epidermidis,"Staphylococcus phage CNPx, complete genome"
NC_031242,Cyanophage S-RIM50,,Myoviridae,174307,Synechococcus sp.,"Cyanophage S-RIM50 isolate RW_29_0704, complete genome"
NC_031243,Mycobacterium virus Xeno,Charlievirus,Siphoviridae,42395,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Xeno, complete genome"
NC_031245,Bacillus virus SP15,Thornevirus,Myoviridae,221908,Bacillus subtilis,"Bacillus phage SP-15, complete genome"
NC_031246,Klebsiella virus KpV71,Drulisvirus,Podoviridae,43267,Klebsiella pneumoniae,"Klebsiella phage vB_KpnP_KpV71, complete genome"
NC_031247,Gordonia virus BetterKatz,Betterkatzvirus,Siphoviridae,50636,Gordonia terrae,"Gordonia phage BetterKatz, complete genome"
NC_031249,Gordonia phage UmaThurman,,Siphoviridae,50127,Gordonia terrae,"Gordonia phage UmaThurman, complete genome"
NC_031250,Salmonella phage BP63,,Myoviridae,52437,Salmonella enterica,"Salmonella phage BP63, complete genome"
NC_031251,Gordonia phage SoilAssassin,Attisvirus,Siphoviridae,47880,Gordonia terrae,"Gordonia phage SoilAssassin, complete genome"
NC_031252,Arthrobacter virus BarretLemon,Marthavirus,Myoviridae,51290,Arthrobacter sp. ATCC 21022,"Arthrobacter phage BarretLemon, complete genome"
NC_031253,Mycobacterium phage Bipper,,Siphoviridae,77832,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Bipper, complete genome"
NC_031254,Arthrobacter virus Kitkat,Kelleziovirus,Siphoviridae,58560,Arthrobacter sp. ATCC 21022,"Arthrobacter phage Kitkat, complete genome"
NC_031255,Gordonia phage Schnabeltier,Bowservirus,Siphoviridae,46895,Gordonia terrae,"Gordonia phage Schwabeltier, complete genome"
NC_031256,Mycobacterium phage Loser,Fromanvirus,Siphoviridae,53486,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Loser, complete genome"
NC_031257,Mycobacterium phage Mulciber,Fromanvirus,Siphoviridae,52428,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Mulciber, complete genome"
NC_031258,Salmonella phage BP12A,Teseptimavirus,Podoviridae,39696,Salmonella enterica,"Salmonella phage BP12A, complete genome"
NC_031260,Enterococcus virus EcZZ2,Efquatrovirus,Siphoviridae,41170,Enterococcus faecium,"Enterococcus phage Ec-ZZ2, complete genome"
NC_031261,Mycobacterium phage Shipwreck,Fishburnevirus,Siphoviridae,48670,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Shipwreck, complete genome"
NC_031262,Mycobacterium phage Brocalys,Cheoctovirus,Siphoviridae,54751,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Brocalys, complete genome"
NC_031263,Mycobacterium phage EvilGenius,Fromanvirus,Siphoviridae,53935,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage EvilGenius, complete genome"
NC_031264,Brucella phage BiPBO1,,Siphoviridae,46877,Brucella inopinata,"Brucella phage BiPBO1, complete genome"
NC_031265,Gordonia phage Guacamole,,Siphoviridae,49894,Gordonia terrae,"Gordonia phage Guacamole, complete genome"
NC_031266,Mycobacterium virus Phrann,Redivirus,Siphoviridae,44872,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Phrann, complete genome"
NC_031267,Gordonia phage Lucky10,,Siphoviridae,42979,Gordonia terrae,"Gordonia phage Lucky10, complete genome"
NC_031269,Gordonia virus Yeezy,Baxtervirus,Siphoviridae,51884,Gordonia terrae,"Gordonia phage Yeezy, complete genome"
NC_031271,Salmonella phage BP12B,Zindervirus,Podoviridae,43602,Salmonella enterica,"Salmonella phage BP12B, complete genome"
NC_031274,Pseudomonas phage O4,,Podoviridae,50509,Pseudomonas aeruginosa PAO1,"Pseudomonas phage O4, complete genome"
NC_031277,Mycobacterium phage ArcherNM,Fromanvirus,Siphoviridae,52561,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage ArcherNM, complete genome"
NC_031279,Mycobacterium phage Bactobuster,Fromanvirus,Siphoviridae,52129,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Bactobuster, complete genome"
NC_031280,Acinetobacter phage vB_AbaM_phiAbaA1,,Myoviridae,104906,Acinetobacter baumannii,"Acinetobacter phage vB_AbaM_phiAbaA1, complete genome"
NC_031281,Mycobacterium virus Panchino,Redivirus,Siphoviridae,43516,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Panchino, complete genome"
NC_030953,Shigella phage SHFML-11,Tequatrovirus,Myoviridae,170650,Shigella sonnei,"Shigella phage SHFML-11, complete genome"
NC_031001,Gordonia phage Terapin,,Siphoviridae,66611,Gordonia terrae,"Gordonia phage Terapin, complete genome"
NC_031002,Lactococcus phage M6162,Ceduovirus,Siphoviridae,21697,Lactococcus lactis,"Lactococcus phage M6162, complete genome"
NC_031003,Propionibacterium phage Moyashi,Pahexavirus,Siphoviridae,29254,Cutibacterium acnes,"Propionibacterium phage Moyashi, complete genome"
NC_031004,Gordonia virus Nyceirae,Nyceiraevirus,Siphoviridae,41857,Gordonia terrae,"Gordonia phage Nyceirae, complete genome"
NC_031005,Propionibacterium phage QueenBey,Pahexavirus,Siphoviridae,29338,Cutibacterium acnes,"Propionibacterium phage QueenBey, complete genome"
NC_031006,Bacillus phage DIGNKC,Wphvirus,Herelleviridae,161552,Bacillus thuringiensis serovar kurstaki,"Bacillus phage DIGNKC, complete genome"
NC_031007,Erwinia phage vB_EamM_EarlPhillipIV,,Myoviridae,223935,Erwinia amylovora,"Erwinia phage vB_EamM_EarlPhillipIV, complete genome"
NC_031008,Staphylococcus phage SLPW,Rosenblumvirus,Podoviridae,17861,Staphylococcus aureus,"Staphylococcus phage SLPW, complete genome"
NC_031009,Lactococcus phage D4412,Ceduovirus,Siphoviridae,22884,Lactococcus lactis,"Lactococcus phage D4412, complete genome"
NC_031010,Erwinia phage vB_EamM_Kwan,,Myoviridae,246390,Erwinia amylovora,"Erwinia phage vB_EamM_Kwan, complete genome"
NC_031011,Shigella phage SHFML-26,Tequatrovirus,Myoviridae,168993,Shigella sonnei,"Shigella phage SHFML-26, complete genome"
NC_031012,Bacillus phage Kida,Wphvirus,Herelleviridae,162151,Bacillus thuringiensis serovar kurstaki,"Bacillus phage Kida, complete genome"
NC_031013,Lactococcus phage 28201,,Siphoviridae,34396,Lactococcus lactis,"Lactococcus phage 28201, complete genome"
NC_031014,Pseudomonas virus Andromeda,Bifseptvirus,Podoviridae,40008,Pseudomonas syringae,"Pseudomonas phage Andromeda, complete genome"
NC_031015,Bacillus phage Claudi,,Podoviridae,26504,Bacillus thuringiensis serovar kurstaki,"Bacillus phage Claudi, complete genome"
NC_031016,Lactococcus phage PLgT-1,,Siphoviridae,40273,Lactococcus garvieae Lg2,"Lactococcus phage PLgT-1, complete genome"
NC_031017,Lactococcus phage 63301,,Siphoviridae,32409,Lactococcus lactis,"Lactococcus phage 63301, complete genome"
NC_031018,Citrobacter phage SH4,Teseptimavirus,Podoviridae,39274,Citrobacter freundii,"Citrobacter phage SH4, complete genome"
NC_031019,Enterobacteria phage UAB_Phi20,Lederbergvirus,Podoviridae,41809,Salmonella enterica subsp. enterica,"Enterobacteria phage UAB_Phi20, complete genome"
NC_031020,Morganella phage vB_MmoM_MP1,,Myoviridae,163201,Morganella sp. (in: Bacteria),"Morganella phage vB_MmoM_MP1, complete genome"
NC_031022,Shigella phage SHSML-45,Tequintavirus,Siphoviridae,108050,Shigella sonnei,"Shigella phage SHSML-45, complete genome"
NC_031023,Streptococcus virus 9874,,Siphoviridae,32649,Streptococcus thermophilus,"Streptococcus virus 9874, complete genome"
NC_031024,Bacillus phage Belinda,Wphvirus,Herelleviridae,162308,Bacillus thuringiensis,"Bacillus phage Belinda, complete genome"
NC_031025,Klebsiella virus KpV475,Drulisvirus,Podoviridae,42201,Klebsiella pneumoniae,"Klebsiella phage vB_KpnP_KpV475, complete genome"
NC_031026,Salmonella phage phSE-2,Tlsvirus,Siphoviridae,49167,Salmonella enterica subsp. enterica serovar Typhimurium,"Salmonella phage phSE-2, complete genome"
NC_031027,Bacillus phage SageFayge,Wphvirus,Herelleviridae,162359,Bacillus thuringiensis serovar kurstaki,"Bacillus phage SageFayge, complete genome"
NC_031028,Gordonia virus Ghobes,Ghobesvirus,Siphoviridae,45285,Gordonia terrae,"Gordonia phage Ghobes, complete genome"
NC_031029,Gordonia phage Cucurbita,Smoothievirus,Siphoviridae,93686,Gordonia terrae,"Gordonia phage Cucurbita, complete genome"
NC_031030,Escherichia phage UFV-AREG1,Tequatrovirus,Myoviridae,170788,Escherichia coli O157,"Escherichia phage UFV-AREG1, complete genome"
NC_031031,Gordonia phage Remus,Soupsvirus,Siphoviridae,52738,Gordonia terrae,"Gordonia phage Remus, complete genome"
NC_031032,Bacillus phage Stitch,,Podoviridae,24320,Bacillus,"Bacillus phage Stitch, complete genome"
NC_031034,Bacillus phage SalinJah,Wphvirus,Herelleviridae,161140,Bacillus thuringiensis,"Bacillus phage SalinJah, complete genome"
NC_031035,Mycobacterium phage Gengar,Timquatrovirus,Siphoviridae,61626,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Gengar, complete genome"
NC_031036,Lactobacillus phage PLE2,,Siphoviridae,35068,Lactobacillus casei BL23,"Lactobacillus phage PLE2, complete genome"
NC_031037,Bacillus phage Nigalana,Wphvirus,Herelleviridae,163041,Bacillus thuringiensis serovar kurstaki,"Bacillus phage Nigalana, complete genome"
NC_031039,Bacillus phage AR9,,Myoviridae,251042,Bacillus subtilis subsp. subtilis str. 168,"Bacillus phage AR9, complete genome"
NC_031040,Lactococcus phage 50101,,Siphoviridae,31987,Lactococcus lactis,"Lactococcus phage 50101, complete genome"
NC_031041,Mycobacterium phage Papez,Fromanvirus,Siphoviridae,52501,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Papez, complete genome"
NC_031042,Salmonella phage NR01,Tequintavirus,Siphoviridae,111325,Salmonella enterica subsp. enterica serovar Typhimurium,"Salmonella phage NR01, complete genome"
NC_031043,Erwinia phage vB_EamM_Phobos,,Myoviridae,229501,Erwinia amylovora,"Erwinia phage vB_EamM_Phobos, complete genome"
NC_031044,Lactococcus phage M6165,Ceduovirus,Siphoviridae,22179,Lactococcus lactis,"Lactococcus phage M6165, complete genome"
NC_031046,Staphylococcus phage BP39,Rosenblumvirus,Podoviridae,17641,Staphylococcus aureus,"Staphylococcus phage BP39, complete genome"
NC_031047,Escherichia virus HY03,Tequatrovirus,Myoviridae,170770,Escherichia coli,"Escherichia phage HY03, complete genome"
NC_031048,Enterobacter phage Arya,Jilinvirus,Myoviridae,41918,Enterobacter sp. CT7,"Enterobacter phage Arya, complete genome"
NC_031049,Bacillus phage NotTheCreek,Wphvirus,Herelleviridae,161929,Bacillus thuringiensis serovar kurstaki,"Bacillus phage NotTheCreek, complete genome"
NC_031050,Enterobacteria phage vB_EcoS_NBD2,Eclunavirus,Siphoviridae,51802,Escherichia coli,"Enterobacteria phage vB_EcoS_NBD2, complete genome"
NC_031051,Enterococcus virus SANTOR1,Efquatrovirus,Siphoviridae,37933,Enterococcus faecalis ATCC 19433,"Enterococcus phage SANTOR1, complete genome"
NC_031052,Gordonia virus Twister6,Wizardvirus,Siphoviridae,57804,Gordonia terrae,"Gordonia phage Twister6, complete genome"
NC_031053,Klebsiella virus PKP126,Webervirus,Siphoviridae,50934,Klebsiella pneumoniae KCTC 2242,"Klebsiella phage PKP126, complete genome"
NC_031054,Bacillus phage DirtyBetty,Wphvirus,Herelleviridae,162415,Bacillus thuringiensis serovar kurstaki,"Bacillus phage DirtyBetty, complete genome"
NC_031055,Bacillus phage PfEFR-5,,Siphoviridae,43773,Bacillus cereus,"Bacillus phage PfEFR-5, complete genome"
NC_031056,Bacillus virus Deepblue,Caeruleovirus,Herelleviridae,157501,Bacillus cereus BtB2-4,"Bacillus phage Deep Blue, complete genome"
NC_031057,Citrobacter phage vB_CfrM_CfP1,,Myoviridae,180219,Citrobacter,"Citrobacter phage vB_CfrM_CfP1, complete genome"
NC_031058,Pseudomonas virus NP1,Nipunavirus,Siphoviridae,58566,Pseudomonas,"Pseudomonas phage NP1, complete genome"
NC_031059,Rhodovulum phage vB_RhkS_P1,,Siphoviridae,38773,Rhodovulum sp. P5,"Rhodovulum phage vB_RhkS_P1, complete genome"
NC_031060,Gordonia phage JSwag,Soupsvirus,Siphoviridae,52726,Gordonia terrae,"Gordonia phage JSwag, complete genome"
NC_031061,Gordonia virus Nymphadora,Nymphadoravirus,Siphoviridae,53431,Gordonia terrae,"Gordonia phage Nymphadora, complete genome"
NC_031062,Erwinia virus Frozen,Johnsonvirus,Podoviridae,75147,Erwinia,"Erwinia phage vB_EamP_Frozen, complete genome"
NC_031063,Pseudomonas virus Ab09,Litunavirus,Podoviridae,72697,Pseudomonas aeruginosa,"Pseudomonas phage PEV2, complete genome"
NC_031064,Lactococcus phage 98201,,Siphoviridae,36202,Lactococcus lactis,"Lactococcus phage 98201, complete genome"
NC_031065,Salmonella phage vB_SnwM_CGG4-1,Gelderlandvirus,Myoviridae,159878,Salmonella enterica subsp. enterica serovar Newport,"Salmonella phage vB_SnwM_CGG4-1, complete genome"
NC_031066,Citrobacter phage SH1,Teseptimavirus,Podoviridae,39434,Citrobacter freundii,"Citrobacter phage SH1, complete genome"
NC_031067,Mycobacterium phage Makemake,Fromanvirus,Siphoviridae,52496,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Makemake, complete genome"
NC_031068,Pectobacterium phage PP16,Phimunavirus,Podoviridae,44268,Pectobacterium carotovorum,"Pectobacterium phage PP16, complete genome"
NC_031069,Streptococcus virus 9871,,Siphoviridae,32729,Streptococcus thermophilus,"Streptococcus virus 9871, complete genome"
NC_031070,Bacillus phage Nemo,Wphvirus,Herelleviridae,162375,Bacillus thuringiensis serovar kurstaki,"Bacillus phage Nemo, complete genome"
NC_031071,Lactococcus phage D4410,Ceduovirus,Siphoviridae,22825,Lactococcus lactis,"Lactococcus phage D4410, complete genome"
NC_031072,Gordonia phage CaptainKirk2,,Siphoviridae,47898,Gordonia terrae,"Gordonia phage CaptainKirk2, complete genome"
NC_031073,Pseudomonas virus MAG1,Pakpunavirus,Myoviridae,94555,Pseudomonas aeruginosa,"Pseudomonas phage vB_PaeM_MAG1, complete genome"
NC_031074,Gordonia virus Bantam,Bantamvirus,Siphoviridae,92580,Gordonia terrae,"Gordonia phage Bantam, complete genome"
NC_031075,Lactococcus phage M5938,Ceduovirus,Siphoviridae,22240,Lactococcus lactis,"Lactococcus phage M5938, complete genome"
NC_031076,Propionibacterium virus PFR1,Pulverervirus,Siphoviridae,38071,Propionibacterium freudenreichii,"Propionibacterium phage PFR1, complete genome"
NC_031077,Enterobacter phage Tyrion,Uetakevirus,Podoviridae,41760,Enterobacter sp. CT7,"Enterobacter phage Tyrion, complete genome"
NC_031078,Streptomyces phage Nanodon,Likavirus,Siphoviridae,50082,Streptomyces griseus,"Streptomyces phage Nanodon, complete genome"
NC_031080,Mycobacterium phage Tonenili,Bixzunavirus,Myoviridae,160985,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Tonenili, complete genome"
NC_031081,Escherichia phage Envy,Dhillonvirus,Siphoviridae,45206,Escherichia coli,"Escherichia phage Envy, complete genome"
NC_031082,Escherichia virus Alf5,Felixounavirus,Myoviridae,87662,Escherichia coli K-12,"Escherichia phage vB_EcoM_Alf5, complete genome"
NC_031084,Propionibacterium phage BruceLethal,Pahexavirus,Siphoviridae,29249,Cutibacterium acnes,"Propionibacterium phage BruceLethal, complete genome"
NC_031085,Shigella virus SHBML501,Tequatrovirus,Myoviridae,166634,Shigella sonnei,"Shigella phage SHBML-50-1, complete genome"
NC_031086,Acinetobacter phage phiAB6,Friunavirus,Podoviridae,40570,Acinetobacter baumannii,"Acinetobacter phage phiAB6, complete genome"
NC_031087,Klebsiella phage vB_KpnM_KpV477,Jiaodavirus,Myoviridae,168272,Klebsiella pneumoniae,"Klebsiella phage vB_KpnM_KpV477, complete genome"
NC_031090,Shigella virus SHSML521,Mosigvirus,Myoviridae,169621,Shigella sonnei,"Shigella phage SHSML-52-1, complete genome"
NC_031091,Pseudomonas phage MD8,,Siphoviridae,43277,Pseudomonas aeruginosa,"Pseudomonas phage MD8, complete genome"
NC_031092,Citrobacter phage SH2,Teseptimavirus,Podoviridae,39158,Citrobacter freundii,"Citrobacter phage SH2, complete genome"
NC_031094,Streptococcus virus 9872,,Siphoviridae,33105,Streptococcus thermophilus,"Streptococcus virus 9872, complete genome"
NC_031095,Klebsiella virus PKO111,Jiaodavirus,Myoviridae,168758,Klebsiella oxytoca,"Klebsiella phage PKO111, complete genome"
NC_031096,Pectobacterium virus PP90,Phimunavirus,Podoviridae,44570,Pectobacterium atrosepticum,"Pectobacterium phage PP90, complete genome"
NC_031097,Gordonia virus Zirinka,Nymphadoravirus,Siphoviridae,52077,Gordonia terrae,"Gordonia phage Zirinka, complete genome"
NC_031098,Acinetobacter phage vB_AbaS_TRS1,Vieuvirus,Siphoviridae,40749,Acinetobacter baumannii A118,"Acinetobacter phage vB_AbaS_TRS1, complete genome"
NC_031099,Gordonia virus Hedwig,Hedwigvirus,Siphoviridae,44536,Gordonia terrae,"Gordonia phage Hedwig, complete genome"
NC_031100,Bacillus phage Phrodo,Bequatrovirus,Herelleviridae,164443,Bacillus thuringiensis serovar kurstaki,"Bacillus phage Phrodo, complete genome"
NC_031101,Weissella phage WCP30,,Siphoviridae,33697,Weissella sp.,"Weissella phage WCP30, complete genome"
NC_031102,Mycobacterium phage Sneeze,Liefievirus,Siphoviridae,42429,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Sneeze, complete genome"
NC_031103,Escherichia phage vB_EcoM-UFV13,Tequatrovirus,Myoviridae,165772,Escherichia coli,"Escherichia phage vB_EcoM-UFV13, complete genome"
NC_031104,Pseudomonas phage vB_PaeP_MAG4,Litunavirus,Podoviridae,72979,Pseudomonas aeruginosa,"Pseudomonas phage vB_PaeP_MAG4, complete genome"
NC_031107,Erwinia virus Asesino,Erskinevirus,Myoviridae,246290,Erwinia amylovora,"Erwinia phage vB_EamM_Asesino, complete genome"
NC_031108,Propionibacterium phage PFR2,Pulverervirus,Siphoviridae,39640,Propionibacterium freudenreichii,"Propionibacterium phage PFR2, complete genome"
NC_031109,Gordonia virus Jumbo,Gorjumvirus,Siphoviridae,78302,Gordonia terrae,"Gordonia phage Jumbo, complete genome"
NC_031110,Pseudomonas virus phiMK,Pakpunavirus,Myoviridae,93129,Pseudomonas aeruginosa,"Pseudomonas phage phiMK, complete genome"
NC_031111,Mycobacterium phage Gompeii16,Fromanvirus,Siphoviridae,53623,Mycobacterium,"Mycobacterium phage Gompeii16, complete genome"
NC_031112,Gordonia phage Phinally,,Siphoviridae,59265,Gordonia terrae,"Gordonia phage Phinally, complete genome"
NC_031113,Escherichia phage Gluttony,Dhillonvirus,Siphoviridae,44513,Escherichia coli,"Escherichia phage Gluttony, complete genome"
NC_031114,Escherichia phage 64795_ec1,Teseptimavirus,Podoviridae,39235,Escherichia coli,"Escherichia phage 64795_ec1, complete genome"
NC_031115,Morganella phage vB_MmoP_MP2,Teseptimavirus,Podoviridae,39616,Morganella sp. (in: Bacteria),"Morganella phage vB_MmoP_MP2, complete genome"
NC_031116,Bacillus phage Zuko,Wphvirus,Herelleviridae,163345,Bacillus thuringiensis serovar kurstaki,"Bacillus phage Zuko, complete genome"
NC_031117,Acinetobacter virus LZ35,Obolenskvirus,Myoviridae,44885,Acinetobacter baumannii,"Acinetobacter phage LZ35, complete genome"
NC_031118,Gordonia phage CarolAnn,,Siphoviridae,54167,Gordonia terrae,"Gordonia phage CarolAnn, complete genome"
NC_031119,Propionibacterium phage Enoki,Pahexavirus,Siphoviridae,29347,Cutibacterium acnes,"Propionibacterium phage Enoki, complete genome"
NC_031120,Erwinia phage vB_EamM_Caitlin,Machinavirus,Myoviridae,241147,Erwinia amylovora,"Erwinia phage vB_EamM_Caitlin, complete genome"
NC_031121,Bacillus phage Aurora,,Podoviridae,25908,Bacillus thuringiensis serovar kurstaki,"Bacillus phage Aurora, complete genome"
NC_031122,Gordonia virus Eyre,Eyrevirus,Siphoviridae,44929,Gordonia terrae,"Gordonia phage Eyre, complete genome"
NC_031123,Citrobacter phage SH3,Teseptimavirus,Podoviridae,39444,Citrobacter freundii,"Citrobacter phage SH3, complete genome"
NC_031124,Mycobacterium phage Gardann,Bronvirus,Siphoviridae,76012,Mycolicibacterium smegmatis,"Mycobacterium phage Gardann, complete genome"
NC_031125,Lactobacillus phage PLE3,,Siphoviridae,41005,Lactobacillus casei BL23,"Lactobacillus phage PLE3, complete genome"
NC_031126,Erwinia phage vB_EamM_ChrisDB,Machinavirus,Myoviridae,244840,Erwinia amylovora,"Erwinia phage vB_EamM_ChrisDB, complete genome"
NC_031127,Erwinia phage vB_EamM_Huxley,Machinavirus,Myoviridae,240761,Erwinia amylovora,"Erwinia phage vB_EamM_Huxley, complete genome"
NC_031128,Salmonella virus PM10,Kuttervirus,Ackermannviridae,158081,Salmonella enterica subsp. enterica serovar Typhimurium,"Salmonella phage vB_SalM_PM10, complete genome"
NC_031129,Salmonella virus SJ46,Punavirus,Myoviridae,103445,Salmonella enterica,"Salmonella phage SJ46, complete genome"
NC_030901,Gordonia virus ClubL,Smoothievirus,Siphoviridae,92618,Gordonia terrae,"Gordonia phage ClubL, complete genome"
NC_030902,Gordonia phage GMA1,,Siphoviridae,41207,Gordonia malaquae,"Gordonia phage GMA1, complete genome"
NC_030903,Bacillus virus SPG24,Nitunavirus,Herelleviridae,152069,Bacillus subtilis,"Bacillus phage SPG24 DNA, contig00001 sequence"
NC_030904,Bacillus phage vB_BhaS-171,,Siphoviridae,38975,Bacillus halmapalus,"Bacillus phage vB_BhaS-171, complete genome"
NC_030905,Gordonia virus Woes,Woesvirus,Siphoviridae,73752,Gordonia terrae,"Gordonia phage Woes, complete genome"
NC_030906,Gordonia virus GMA6,Bendigovirus,Myoviridae,83324,Gordonia malaquae,"Gordonia phage GMA6, complete genome"
NC_030907,Gordonia phage GMA5,,Siphoviridae,17562,Gordonia malaquae,"Gordonia phage GMA5, complete genome"
NC_030908,Pseudomonas phage JBD69,Casadabanvirus,Siphoviridae,36938,Pseudomonas aeruginosa PA14,"Pseudomonas phage JBD69, complete genome"
NC_030909,Pseudomonas phage YMC11/07/P54_PAE_BP,,Siphoviridae,50183,Pseudomonas,"Pseudomonas phage YMC11/07/P54_PAE_BP, complete genome"
NC_030910,Pseudomonas phage K5,Pakpunavirus,Myoviridae,93754,Pseudomonas aeruginosa PAK,"Pseudomonas phage K5, complete genome"
NC_030911,Gordonia virus Vendetta,Vendettavirus,Siphoviridae,45858,Gordonia terrae,"Gordonia phage Vendetta, complete genome"
NC_030912,Gordonia phage McGonagall,,Siphoviridae,17119,Gordonia neofelifaecis,"Gordonia phage McGonagall, complete genome"
NC_030913,Gordonia virus Wizard,Wizardvirus,Siphoviridae,58308,Gordonia terrae,"Gordonia phage Wizard, complete genome"
NC_030914,Gordonia virus Kvothe,Demosthenesvirus,Siphoviridae,75462,Gordonia terrae,"Gordonia phage Kvothe, complete genome"
NC_030915,Gordonia virus Orchid,Orchidvirus,Siphoviridae,80650,Gordonia terrae,"Gordonia phage Orchid, complete genome"
NC_030916,Tsukamurella phage TPA4,,Siphoviridae,56212,Tsukamurella paurometabola,"Tsukamurella phage TPA4, complete genome"
NC_030917,Gordonia virus OneUp,Smoothievirus,Siphoviridae,93577,Gordonia terrae,"Gordonia phage OneUp, complete genome"
NC_030918,Pseudomonas phage JBD93,Casadabanvirus,Siphoviridae,36629,Pseudomonas aeruginosa PA14,"Pseudomonas phage JBD93, complete genome"
NC_030919,Salmonella phage 118970_sal4,Lederbergvirus,Podoviridae,42418,Salmonella enterica,"Salmonella phage 118970_sal4, complete genome"
NC_030920,Bacillus phage Eldridge,,Herelleviridae,165868,Bacillus megaterium,"Bacillus phage Eldridge, complete genome"
NC_030921,Gordonia phage Utz,,Siphoviridae,49768,Gordonia,"Gordonia phage Utz, complete genome"
NC_030923,Pseudomonas phage YMC11/06/C171_PPU_BP,,Podoviridae,45417,Pseudomonas putida,"Pseudomonas phage YMC11/06/C171_PPU_BP, complete genome"
NC_030924,Gordonia virus Monty,Woesvirus,Siphoviridae,75680,Gordonia terrae,"Gordonia phage Monty, complete genome"
NC_030925,Bacillus virus Shbh1,,Herelleviridae,138081,Bacillus sp. (in: Bacteria),"Bacillus phage Shbh1, complete genome"
NC_030927,Gordonia virus Vendetta,Vendettavirus,Siphoviridae,45858,Gordonia terrae,"Gordonia phage Splinter, complete genome"
NC_030929,Pseudomonas phage JBD44,,Siphoviridae,49033,Pseudomonas aeruginosa PA14,"Pseudomonas phage JBD44, complete genome"
NC_030930,Gordonia virus Bowser,Bowservirus,Siphoviridae,46570,Gordonia terrae,"Gordonia phage Bowser, complete genome"
NC_030931,Pseudomonas phage phi2,,Podoviridae,41871,Pseudomonas aeruginosa,"Pseudomonas phage phi2, complete genome"
NC_030932,Gordonia virus Gsput1,Gesputvirus,Siphoviridae,43505,Gordonia sputi,"Gordonia phage Gsput1, complete genome"
NC_030933,Staphylococcus virus Stau2,Silviavirus,Herelleviridae,133798,Staphylococcus aureus,"Staphylococcus phage Stau2, complete genome"
NC_030934,Pseudomonas virus KIL4,Flaumdravirus,Myoviridae,90552,Pseudomonas syringae,"Pseudomonas phage vB_PsyM_KIL1, complete genome"
NC_030935,Gordonia phage GRU3,,Siphoviridae,17727,Gordonia rubripertincta,"Gordonia phage GRU3, complete genome"
NC_030936,Gordonia virus Bachita,Smoothievirus,Siphoviridae,93843,Gordonia terrae,"Gordonia phage Bachita, complete genome"
NC_030939,Gordonia phage GMA4,,Siphoviridae,45537,Gordonia malaquae,"Gordonia phage GMA4, complete genome"
NC_030940,Pseudomonas phage phi3,Hpunavirus,Myoviridae,32637,Pseudomonas aeruginosa,"Pseudomonas phage phi3, complete genome"
NC_030941,Gordonia virus Cozz,Emalynvirus,Siphoviridae,46600,Gordonia terrae,"Gordonia phage Cozz, complete genome"
NC_030942,Gordonia virus Britbrat,Britbratvirus,Siphoviridae,55524,Gordonia terrae,"Gordonia phage BritBrat, complete genome"
